"type","country","year_added","release_year","rating","title"
"Movie","Ireland, United Kingdom, Greece, France, Netherlands",2018,2015,"R","The Lobster"
"Movie","Ireland",2018,2017,"R","The Lodgers"
"Movie","",2019,2019,"TV-MA","The Lonely Island Presents: The Unauthorized Bash Brothers Experience"
"Movie","United States",2020,2018,"R","The Long Dumb Road"
"Movie","United States",2019,2019,"TV-PG","The Long Goodbye: The Kara Tippetts Story"
"Movie","United States",2019,1974,"R","The Longest Yard"
"Movie","United States",2019,2008,"PG","The Longshots"
"Movie","Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",2016,2014,"PG-13","The Look of Silence"
"Movie","New Zealand, United States",2020,2003,"PG-13","The Lord of the Rings: The Return of the King"
"Movie","New Zealand, United States",2020,2002,"PG-13","The Lord of the Rings: The Two Towers"
"Movie","Argentina, Uruguay, Spain, France",2017,2017,"TV-MA","The Lost Brother"
"Movie","United States",2020,2020,"PG-13","The Lost Husband"
"Movie","Nigeria",2020,2019,"TV-MA","The Lost Okoroshi"
"Movie","Philippines",2019,2015,"TV-MA","The Love Affair"
"Movie","United Kingdom, Germany, United States",2019,2008,"PG-13","The Love Guru"
"Movie","United States",2020,2020,"R","The Lovebirds"
"Movie","United States",2019,2017,"R","The Lovers"
"Movie","United Kingdom",2017,2016,"TV-14","The Lovers and the Despot"
"Movie","Poland",2019,1982,"TV-14","The lynx"
"Movie","Hong Kong",2018,1993,"TV-14","The Mad Monk"
"Movie","United States, Australia, South Africa, United Kingdom",2018,2017,"TV-PG","The Magic Pill"
"TV Show","Canada, United States",2014,1997,"TV-Y","The Magic School Bus"
"TV Show","United States",2018,2018,"TV-Y","The Magic School Bus Rides Again"
"Movie","Canada",2020,2020,"TV-Y","The Magic School Bus Rides Again In the Zone"
"Movie","United States",2020,2020,"TV-Y","The Magic School Bus Rides Again Kids In Space"
"Movie","Canada",2020,2020,"TV-Y","The Magic School Bus Rides Again The Frizz Connection"
"TV Show","United States, Canada",2021,2020,"TV-MA","The Magicians"
"Movie","United States",2020,2020,"TV-G","The Main Event"
"TV Show","United Kingdom, United States, Spain, Germany, Greece, Canada",2016,2012,"TV-PG","The Making of Frozen Planet"
"Movie","India",2019,2018,"TV-14","The Man Who Feels No Pain"
"Movie","United States",2018,2009,"TV-14","The Man Who Would Be Polka King"
"Movie","Italy, Belgium",2019,2019,"TV-MA","The Man Without Gravity"
"Movie","France, Belgium",2018,2017,"TV-MA","The Mansion"
"TV Show","Japan",2017,2017,"TV-14","The Many Faces of Ito"
"Movie","Egypt",2020,1981,"TV-14","The Married Couples"
"Movie","United States",2017,2017,"TV-PG","The Mars Generation"
"Movie","United States, Germany, Mexico",2020,1998,"PG-13","The Mask of Zorro"
"Movie","United States",2019,2015,"TV-Y","The Massively Mixed-Up Middle School Mystery"
"Movie","United States",2020,2012,"R","The Master"
"Movie","Italy",2020,2020,"TV-MA","The Match"
"Movie","United States",2019,1999,"R","The Matrix"
"Movie","United States",2019,2003,"R","The Matrix Reloaded"
"Movie","United States",2019,2003,"R","The Matrix Revolutions"
"Movie","Spain",2018,2017,"TV-MA","The Maus"
"Movie","United States",2019,2018,"TV-14","The Mayo Clinic"
"Movie","South Korea",2017,2017,"TV-MA","The Mayor"
"Movie","United Kingdom",2018,2013,"TV-MA","The Meaning of Monty Python"
"TV Show","Brazil",2019,2019,"TV-MA","The Mechanism"
"Movie","Chile, Spain, Argentina, Germany",2017,2015,"TV-MA","The Memory of Water"
"Movie","United States",2017,1944,"TV-PG","The Memphis Belle: A Story of a
Flying Fortress"
"Movie","United States, United Kingdom",2019,2009,"R","The Men Who Stare at Goats"
"TV Show","Spain",2020,2020,"TV-MA","The Mess You Leave Behind"
"TV Show","United States",2016,2015,"TV-14","The Messengers"
"TV Show","Russia",2017,2015,"TV-MA","The Method"
"Movie","United States",2017,2017,"TV-MA","The Meyerowitz Stories (New and Selected)"
"Movie","Hong Kong",2019,2013,"TV-14","The Midas Touch"
"TV Show","United States",2020,2020,"TV-MA","The Midnight Gospel"
"Movie","United States",2020,2020,"PG-13","The Midnight Sky"
"Movie","Germany, Italy",2019,2017,"TV-14","The Milk System"
"Movie","Nigeria",2020,2019,"TV-MA","The Millions"
"TV Show","United States",2017,2016,"TV-PG","The Mind of a Chef"
"TV Show","United States",2019,2019,"TV-14","The Mind, Explained"
"Movie","United States",2021,2021,"TV-14","The Minimalists: Less Is Now"
"TV Show","France",2018,2012,"TV-G","The Minimighty Kids"
"TV Show","Spain",2020,2020,"TV-MA","The Minions of Midas"
"TV Show","Spain",2018,2017,"TV-MA","The Ministry of Time"
"TV Show","South Korea",2017,2016,"TV-14","The Miracle"
"TV Show","Poland",2020,2018,"TV-MA","The Mire"
"Movie","United Kingdom, Nigeria",2020,2011,"TV-14","The Mirror Boy"
"TV Show","",2019,2016,"TV-PG","The Missing Menu"
"TV Show","Canada, United States",2017,2017,"TV-MA","The Mist"
"Movie","Philippines",2019,2012,"TV-MA","The Mistress"
"Movie","United Kingdom",2017,2017,"TV-PG","The Mitfords: A Tale of Two Sisters"
"Movie","Denmark",2016,2016,"TV-MA","The Model"
"Movie","United States, Canada",2019,2016,"R","The Monster"
"Movie","New Zealand",2015,2015,"TV-MA","The Monster of Mangatiti"
"TV Show","United States",2018,2018,"TV-MA","The Mortified Guide"
"Movie","Belgium, United Kingdom, United States",2018,2018,"TV-MA","The Most Assassinated Woman in the World"
"TV Show","Sweden",2017,2017,"TV-MA","The Most Beautiful Hands of Delhi"
"Movie","United States",2017,2017,"TV-MA","The Most Hated Woman in America"
"Movie","United States",2018,2018,"TV-PG","The Most Unknown"
"Movie","Spain, Mexico",2018,2017,"TV-MA","The Motive"
"TV Show","United States",2019,2019,"TV-MA","The Movies That Made Us"
"TV Show","United States",2017,2017,"TV-Y7","The Mr. Peabody and Sherman Show"
"Movie","United States",2020,2011,"PG","The Muppets"
"TV Show","United Kingdom",2017,2015,"TV-MA","The Murder Detectives"
"Movie","Italy",2018,2017,"TV-PG","The Music of Silence"
"TV Show","Japan",2019,2019,"TV-MA","The Naked Director"
"Movie","",2020,1991,"PG-13","The Naked Gun 2 1/2: The Smell of Fear"
"Movie","United States",2021,1988,"PG-13","The Naked Gun: From the Files of Police Squad!"
"Movie","United States",2020,1984,"PG","The Natural"
"Movie","United States",2017,1944,"TV-14","The Negro Soldier"
"TV Show","Spain",2019,2019,"TV-MA","The Neighbor"
"TV Show","United States",2021,2021,"TV-MA","The Netflix Afterparty"
"Movie","United States",2020,2020,"TV-MA","The Netflix Afterparty: The Best Shows of The Worst Year"
"TV Show","Australia, New Zealand",2020,2020,"TV-PG","The New Legends of Monkey"
"Movie","Canada",2019,2018,"TV-MA","The New Romantic"
"Movie","United States",2020,1994,"PG","The Next Karate Kid"
"Movie","Spain, Switzerland",2017,2016,"TV-MA","The Next Skin"
"TV Show","Canada",2020,2018,"TV-G","The Next Step"
"Movie","United States",2020,2020,"R","The Night Clerk"
"Movie","Indonesia, United States",2018,2018,"TV-MA","The Night Comes for Us"
"TV Show","United States",2018,2017,"TV-14","The Night Shift"
"TV Show","United States",2018,2017,"TV-14","The Nineties"
"Movie","Germany",2016,2016,"TV-14","The NSU-Complex"
"Movie","Canada, South Korea, United States",2020,2014,"PG","The Nut Job"
"Movie","United States",2019,2018,"PG","The Nutcracker and the Four Realms"
"TV Show","United States",2019,2019,"TV-MA","The OA"
"TV Show","Singapore",2017,2011,"TV-14","The Oath"
"Movie","Spain",2020,2020,"TV-MA","The Occupant"
"TV Show","United States",2016,2012,"TV-14","The Office (U.S.)"
"Movie","United States",2020,2020,"R","The Old Guard"
"Movie","Mexico",2019,2007,"TV-MA","The Old Thieves: The Legend of Artegios"
"TV Show","France",2020,2018,"TV-Y","The Ollie & Moon Show"
"Movie","United States",2019,2014,"R","The One I Love"
"Movie","Philippines",2019,2008,"TV-PG","The Only Mother To You All"
"Movie","Canada, United States",2018,2018,"TV-MA","The Open House"
"TV Show","United States",2020,2020,"TV-MA","The Order"
"Movie","United States",2020,2000,"R","The Original Kings of Comedy"
"TV Show","United States",2018,2018,"TV-14","The Originals"
"Movie","France, Egypt",2020,1999,"TV-MA","The Other"
"Movie","United States",2020,2010,"PG-13","The Other Guys"
"Movie","United States",2015,2015,"TV-14","The Other One: The Long Strange Trip of Bob Weir"
"Movie","France, Iran, United States",2018,2018,"R","The Other Side of the Wind"
"Movie","Turkey, United States",2020,2017,"R","The Ottoman Lieutenant"
"Movie","United States",2017,2017,"TV-14","The Outcasts"
"Movie","United States, Bulgaria",2020,2020,"R","The Outpost"
"Movie","United States",2019,2019,"TV-MA","The Outsider"
"TV Show","Taiwan",2019,2004,"TV-MA","The Outsiders"
"Movie","United States",2018,2018,"TV-MA","The Package"
"Movie","Philippines",2020,2019,"TV-MA","The Panti Sisters"
"TV Show","Croatia",2019,2018,"TV-MA","The Paper"
"Movie","Spain",2020,2020,"TV-MA","The Paramedic"
"TV Show","United States",2020,2003,"TV-PG","The Parkers"
"Movie","United Kingdom",2018,2001,"R","The Parole Officer"
"Movie","United Kingdom",2019,2016,"NR","The Pass"
"Movie","United States",2020,1997,"R","The Peacemaker"
"Movie","United States",2019,1993,"PG-13","The Pelican Brief"
"Movie","United States",2019,2019,"TV-14","The Perfect Date"
"Movie","",2018,2018,"TV-14","The Perfect Day"
"Movie","Mexico",2015,2014,"TV-MA","The Perfect Dictatorship"
"TV Show","",2019,2017,"TV-14","The Perfect Match"
"Movie","Ghana",2020,2019,"TV-MA","The Perfect Picture: Ten Years Later"
"Movie","United States",2019,2019,"TV-MA","The Perfection"
"Movie","United States",2020,2012,"PG-13","The Perks of Being a Wallflower"
"Movie","United Kingdom, United States",2019,2004,"PG-13","The Phantom of the Opera"
"TV Show","United States",2020,2020,"TV-MA","The Pharmacist"
"Movie","Spain",2019,2018,"TV-MA","The Photographer Of Mauthausen"
"Movie","Germany",2015,2013,"R","The Physician"
"Movie","United States, Czech Republic",2019,2006,"PG","The Pink Panther"
"Movie","United States",2014,2014,"G","The Pirate Fairy"
"Movie","Somalia, Kenya, Sudan, South Africa, United States",2018,2017,"R","The Pirates of Somalia"
"Movie","United Kingdom, United States",2020,2012,"PG","The Pirates! Band of Misfits"
"Movie","United States",2018,2007,"G","The Pixar Story"
"Movie","United States",2017,2012,"R","The Place Beyond the Pines"
"Movie","Poland",2020,2018,"TV-MA","The Plagues of Breslau"
"Movie","India",2018,2015,"TV-MA","The Plan"
"TV Show","United Arab Emirates",2020,2020,"TV-14","The Platform"
"TV Show","United States",2020,2020,"TV-MA","The Playbook"
"Movie","Egypt",2019,2012,"TV-MA","The Player"
"Movie","Italy",2020,2020,"TV-MA","The Players"
"Movie","United States",2021,2004,"G","The Polar Express"
"TV Show","United States",2020,2020,"TV-MA","The Politician"
"Movie","United States",2018,2018,"TV-14","The Polka King"
"Movie","Canada, United States",2018,2017,"TV-14","The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe"
"Movie","South Korea",2017,2004,"TV-MA","The President's Barber"
"Movie","France",2018,2017,"TV-MA","The Price of Success"
"Movie","United States, United Kingdom",2019,2014,"R","The Prince"
"Movie","United States, Czech Republic",2020,2004,"PG","The Prince & Me"
"TV Show","China",2019,2019,"TV-PG","The Prince of Tennis ~ Match! Tennis Juniors ~"
"TV Show","Taiwan",2016,2005,"TV-14","The Prince Who Turns into a Frog"
"Movie","United States",2019,2009,"G","The Princess and the Frog"
"Movie","United States",2018,2018,"TV-G","The Princess Switch"
"Movie","United States",2020,2020,"TV-G","The Princess Switch: Switched Again"
"TV Show","China",2019,2016,"TV-14","The Princess Weiyoung"
"Movie","South Korea",2017,2017,"TV-MA","The Prison"
"Movie","Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2020,2019,"TV-14","The Professor and the Madman"
"Movie","United States",2020,2020,"PG-13","The Prom"
"Movie","Spain, United States",2020,2016,"PG-13","The Promise"
"TV Show","Japan",2020,2019,"TV-14","The Promised Neverland"
"TV Show","Turkey",2020,2020,"TV-MA","The Protector"
"Movie","United States",2019,2019,"TV-14","The Pursuit"
"Movie","United States",2019,2006,"PG-13","The Pursuit of Happyness"
"Movie","United States",2019,2018,"TV-MA","The Push"
"TV Show","Canada",2016,2009,"TV-PG","The Pyramid Code"
"Movie","United States",2020,1968,"TV-MA","The Queen"
"TV Show","Colombia",2020,2020,"TV-14","The Queen and the Conqueror"
"TV Show","Colombia",2018,2018,"TV-MA","The Queen of Flow"
"TV Show","United States",2020,2020,"TV-MA","The Queen's Gambit"
"Movie","United States",2018,2018,"TV-MA","The Rachel Divide"
"TV Show","Denmark, United States",2020,2020,"TV-MA","The Rain"
"Movie","Indonesia",2018,2008,"TV-PG","The Rainbow Troops"
"Movie","United States, Germany",2019,1997,"PG-13","The Rainmaker"
"TV Show","United States",2020,2020,"TV-MA","The Ranch"
"TV Show","United States",2019,2016,"TV-14","The Rap Game"
"Movie","India",2017,2010,"TV-PG","The Rat Race"
"TV Show","United Kingdom",2017,2006,"TV-MA","The Real Football Factories"
"Movie","United States, Canada, Japan, Panama",2017,2015,"TV-PG","The Real Miyagi"
"Movie","United States",2019,2016,"TV-MA","The Rebound"
"Movie","Spain",2017,2016,"TV-MA","The Reconquest"
"Movie","Canada",2019,2019,"TV-MA","The Red Sea Diving Resort"
"Movie","United States",2018,2017,"TV-14","The Redeemed and the Dominant: Fittest on Earth"
"Movie","New Zealand",2018,2016,"TV-MA","The Rehearsal"
"Movie","United States",2020,2019,"PG-13","The Reliant"
"Movie","United States",2020,2019,"TV-MA","The Remix: Hip Hop X Fashion"
"TV Show","United Kingdom",2020,2018,"TV-PG","The Repair Shop"
"Movie","",2019,2015,"TV-14","The Republic of Imbaba"
"Movie","South Korea",2018,2017,"TV-MA","The Reservoir Game"
"Movie","Netherlands",2018,2018,"TV-MA","The Resistance Banker"
"TV Show","France",2019,2015,"TV-MA","The Returned"
"Movie","United Kingdom, Spain, Belgium",2017,2016,"TV-MA","The Rezort"
"Movie","United States",2015,2015,"TV-14","The Ridiculous 6"
"Movie","Serbia, South Korea, Slovenia",2018,2016,"TV-MA","The Rift: The Dark Side of the Moon"
"Movie","Egypt",2019,2011,"TV-14","The Right One"
"Movie","United States",2020,2002,"PG-13","The Ring"
"Movie","United Kingdom",2017,2014,"R","The Riot Club"
"TV Show","United Kingdom",2020,2020,"TV-MA","The Ripper"
"TV Show","China",2018,2018,"TV-14","The Rise of Phoenixes"
"Movie","United Kingdom, Canada",2018,2018,"TV-MA","The Ritual"
"Movie","United States",2017,2016,"NR","The River Thief"
"Movie","United States",2018,1994,"PG-13","The River Wild"
"TV Show","Russia",2018,2017,"TV-14","The Road to Calvary"
"Movie","United States",2019,2019,"TV-14","The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie"
"TV Show","Colombia",2019,2019,"TV-14","The Road to Love"
"Movie","United Kingdom",2019,2016,"TV-MA","The Rolling Stones: Olé Olé Olé! A Trip Across Latin America"
"Movie","United States",2020,2011,"PG-13","The Roommate"
"Movie","Taiwan",2020,2020,"TV-MA","The Rope Curse 2"
"Movie","Australia, United States",2018,2014,"R","The Rover"
"Movie","India",2020,2014,"TV-MA","The Royal Bengal Tiger"
"Movie","Nigeria",2020,2017,"TV-PG","The Royal Hibiscus Hotel"
"TV Show","United Kingdom",2017,2017,"TV-MA","The Royal House of Windsor"
"Movie","United States",2019,1998,"G","The Rugrats Movie"
"Movie","United States, United Kingdom",2019,2011,"R","THE RUM DIARY"
"Movie","United States",2020,2010,"R","The Runaways"
"Movie","United States",2017,2015,"R","The Runner"
"Movie","United Kingdom",2017,2017,"TV-PG","The Russian Revolution"
"Movie","Italy, France",2019,2019,"TV-MA","The Ruthless"
"Movie","United States",2011,1989,"TV-PG","The Ryan White Story"
"Movie","United States",2017,2017,"TV-14","The Saint"
"Movie","Denmark, United Kingdom, South Africa, Sweden, Belgium",2017,2014,"R","The Salvation"
"Movie","Australia",2019,2012,"PG-13","The Sapphires"
"TV Show","South Korea",2020,2020,"TV-MA","The School Nurse Files"
"Movie","Egypt",2020,1973,"TV-14","The School of Mischief"
"Movie","Germany, Canada, United States",2019,2001,"R","The Score"
"Movie","United States",2018,2015,"PG-13","The Sea of Trees"
"TV Show","Mexico",2020,2020,"TV-MA","The Search"
"Movie","United States",2018,2016,"TV-G","The Search for Life in Space"
"Movie","",2018,2018,"TV-14","The Secret"
"Movie","United States, France, Japan",2019,2019,"PG","The Secret Life of Pets 2"
"Movie","Nigeria",2020,2019,"TV-MA","The Set Up"
"TV Show","Japan",2020,2019,"TV-14","The Seven Deadly Sins"
"Movie","Japan",2018,2018,"TV-14","The Seven Deadly Sins the Movie: Prisoners of the Sky"
"Movie","United States",2017,2014,"R","The Seven Five"
"TV Show","United States",2018,2015,"TV-PG","The Seventies"
"TV Show","United States, New Zealand",2018,2018,"TV-MA","The Shannara Chronicles"
"Movie","India",2018,2014,"TV-MA","The Shaukeens"
"Movie","United States",2013,2013,"PG","The Short Game"
"Movie","United States",2020,2017,"TV-MA","The Show"
