creditlimit,sex,education,marriage,age,default
80000,female,university,married,22,1
20000,female,graduate school,other,22,1
130000,female,university,single,22,1
20000,female,university,single,22,1
60000,female,university,married,23,1
100000,female,university,single,23,1
30000,female,high school,single,24,1
140000,female,university,single,24,1
20000,female,university,single,24,1
50000,female,graduate school,single,23,1
30000,female,university,married,26,1
100000,female,university,single,24,1
10000,female,graduate school,single,27,1
30000,female,graduate school,single,27,1
50000,female,university,married,27,1
50000,female,university,single,27,1
360000,female,university,single,27,1
230000,female,university,single,28,1
70000,female,university,single,27,1
150000,female,university,single,25,1
30000,female,university,single,29,1
110000,female,university,single,30,1
30000,female,university,single,28,1
30000,female,graduate school,single,22,1
50000,female,high school,single,29,1
10000,female,university,single,27,1
80000,female,university,married,29,1
60000,female,university,married,32,1
30000,female,university,married,25,1
50000,female,graduate school,single,38,1
200000,female,high school,married,29,1
50000,female,university,married,34,1
50000,female,university,married,39,1
50000,female,university,married,31,1
50000,female,university,single,31,1
70000,female,university,single,22,1
130000,female,university,single,37,1
110000,female,high school,other,37,1
30000,female,university,married,48,1
160000,female,high school,married,38,1
50000,female,university,single,28,1
80000,female,university,single,37,1
160000,female,university,married,35,1
100000,female,graduate school,married,40,1
40000,female,university,married,37,1
70000,female,university,married,46,1
280000,female,university,married,42,1
80000,female,high school,married,40,1
30000,female,university,married,34,1
30000,female,university,married,37,1
30000,female,high school,married,40,1
80000,female,university,married,38,1
30000,female,university,married,46,1
80000,female,university,married,29,1
50000,female,university,single,29,1
30000,female,university,single,37,1
130000,female,high school,married,42,1
30000,female,university,married,42,1
20000,female,university,married,46,1
80000,female,high school,married,43,1
50000,female,university,single,31,1
80000,female,university,married,34,1
70000,female,university,married,41,1
50000,female,university,married,43,1
20000,female,university,single,45,1
50000,female,university,married,38,1
60000,female,university,married,40,1
80000,female,university,single,34,1
150000,female,university,married,34,1
30000,female,high school,married,36,1
20000,female,university,married,36,1
30000,female,university,single,33,1
30000,female,university,married,43,1
220000,female,university,single,33,1
50000,female,university,married,31,1
80000,female,graduate school,married,42,1
150000,female,university,married,35,1
30000,female,university,married,48,1
100000,female,university,married,39,1
10000,female,high school,single,44,1
80000,female,other,married,50,1
110000,female,high school,single,52,1
120000,female,high school,single,50,1
30000,female,university,married,56,1
100000,female,university,married,52,1
80000,female,university,married,57,1
20000,female,high school,single,50,1
50000,female,university,single,53,1
30000,female,high school,married,53,1
80000,female,university,married,54,1
20000,female,high school,married,52,1
20000,male,university,single,21,1
20000,male,university,single,24,1
150000,male,university,single,23,1
80000,male,university,single,24,1
120000,male,graduate school,single,24,1
100000,male,university,married,24,1
20000,male,university,single,26,1
50000,male,university,single,25,1
30000,male,graduate school,single,25,1
50000,male,university,single,27,1
150000,male,graduate school,single,29,1
30000,male,university,single,24,1
70000,male,graduate school,single,29,1
10000,male,university,married,29,1
80000,male,high school,married,29,1
360000,male,graduate school,single,30,1
130000,male,graduate school,single,27,1
50000,male,high school,married,30,1
50000,male,graduate school,single,32,1
150000,male,university,single,32,1
50000,male,university,single,25,1
30000,male,university,single,34,1
20000,male,university,single,31,1
160000,male,high school,single,28,1
20000,male,high school,married,44,1
260000,male,university,married,46,1
150000,male,university,married,36,1
250000,male,graduate school,single,35,1
50000,male,high school,other,44,1
220000,male,university,married,47,1
50000,male,high school,single,42,1
220000,male,graduate school,married,47,1
80000,male,university,single,33,1
240000,male,high school,married,42,1
150000,male,university,single,36,1
50000,male,high school,married,42,1
120000,male,graduate school,married,42,1
190000,male,university,married,39,1
220000,male,high school,married,39,1
30000,male,university,single,34,1
100000,male,university,married,40,1
20000,male,university,married,43,1
50000,male,graduate school,single,29,1
30000,male,university,single,43,1
100000,male,university,single,45,1
150000,male,graduate school,married,41,1
150000,male,university,married,45,1
150000,male,graduate school,single,37,1
180000,male,university,married,42,1
50000,male,high school,married,52,1
20000,male,high school,single,59,1
20000,male,high school,other,59,1
30000,male,graduate school,married,57,1
230000,male,university,married,51,1
50000,male,high school,married,57,1
50000,male,university,married,58,1
50000,male,university,married,61,1
20000,male,high school,single,57,1
270000,male,graduate school,married,50,1
50000,male,university,married,48,1
110000,male,university,married,54,1
60000,female,university,single,29,1
140000,female,graduate school,married,33,1
50000,female,university,single,22,1
50000,female,university,single,24,1
50000,female,university,single,22,1
50000,female,university,single,24,1
80000,female,graduate school,single,24,1
60000,female,university,married,24,1
30000,female,university,single,22,1
50000,female,high school,single,23,1
100000,female,university,single,24,1
20000,female,graduate school,single,24,1
50000,female,university,married,26,1
60000,female,university,married,24,1
60000,female,university,married,25,1
30000,female,university,single,22,1
100000,female,university,married,24,1
70000,female,high school,single,25,1
50000,female,high school,married,22,1
30000,female,high school,single,22,1
60000,female,university,single,23,1
50000,female,high school,single,23,1
50000,female,graduate school,single,25,1
